author_id,twitter_id,state,party,in_reply,referenced_tweets,referenced_id
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1598001529742848000 type=retweeted>],1598001529742848000
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1597307069476241408 type=retweeted>],1597307069476241408
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1593287557114200065 type=retweeted>],1593287557114200065
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1590854343896727552 type=retweeted>],1590854343896727552
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1587821974016909314 type=retweeted>],1587821974016909314
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1587550335580753924 type=retweeted>],1587550335580753924
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1587111757717323777 type=retweeted>],1587111757717323777
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1585646292847710211 type=retweeted>],1585646292847710211
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1585284066638561281 type=retweeted>],1585284066638561281
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1585061925263618048 type=retweeted>],1585061925263618048
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1580283426615148544 type=retweeted>],1580283426615148544
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1580313582364815360 type=retweeted>],1580313582364815360
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1580211566774870016 type=retweeted>],1580211566774870016
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1580221192119939072 type=retweeted>],1580221192119939072
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1580222909867753472 type=retweeted>],1580222909867753472
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1580199931432013824 type=retweeted>],1580199931432013824
3006258669,5558312,AR,Republican,,[<ReferencedTweet id=1577352220571475968 type=retweeted>],1577352220571475968
413160266,600463589,ID,Republican,,[<ReferencedTweet id=1589992149419929603 type=retweeted>],1589992149419929603
413160266,600463589,ID,Republican,,[<ReferencedTweet id=1587456640890310657 type=retweeted>],1587456640890310657
413160266,600463589,ID,Republican,,[<ReferencedTweet id=1584892614993711108 type=quoted>],1584892614993711108
413160266,600463589,ID,Republican,,[<ReferencedTweet id=1584568190226829315 type=retweeted>],1584568190226829315
413160266,600463589,ID,Republican,,[<ReferencedTweet id=1581276136503316480 type=retweeted>],1581276136503316480
413160266,600463589,ID,Republican,,[<ReferencedTweet id=1577836869357740032 type=quoted>],1577836869357740032
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1600977269161447424 type=quoted>],1600977269161447424
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1600580871232307222 type=retweeted>],1600580871232307222
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1600514242196774913 type=quoted>],1600514242196774913
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1600324227055353860 type=quoted>],1600324227055353860
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1598464935503302659 type=retweeted>],1598464935503302659
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1598037174292717568 type=quoted>],1598037174292717568
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1597697704003776512 type=quoted>],1597697704003776512
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1596884299986264064 type=quoted>],1596884299986264064
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1593761514292334592 type=quoted>],1593761514292334592
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1593012550391701504 type=quoted>],1593012550391701504
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1593049848055332864 type=quoted>],1593049848055332864
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1591068480362926082 type=quoted>],1591068480362926082
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1590192786195722240 type=retweeted>],1590192786195722240
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1590216190819196928 type=quoted>],1590216190819196928
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1590213004125429760 type=quoted>],1590213004125429760
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1590222565012017152 type=quoted>],1590222565012017152
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1590211810438926337 type=quoted>],1590211810438926337
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1590192226428239872 type=retweeted>],1590192226428239872
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1590199116470288386 type=retweeted>],1590199116470288386
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1590194141685698561 type=retweeted>],1590194141685698561
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1589818662109974528 type=retweeted>],1589818662109974528
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1589687347032952832 type=quoted>],1589687347032952832
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1586083286647971845 type=quoted>],1586083286647971845
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1589424457458028544 type=quoted>],1589424457458028544
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1589403402445864960 type=retweeted>],1589403402445864960
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1589351692486656000 type=quoted>],1589351692486656000
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1588978226785050625 type=retweeted>],1588978226785050625
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1394709814283018240 type=quoted>],1394709814283018240
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1588922534942150656 type=quoted>],1588922534942150656
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1588370450819710978 type=quoted>],1588370450819710978
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1588675160541888512 type=quoted>],1588675160541888512
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1588656584280145921 type=quoted>],1588656584280145921
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1588666553712922626 type=quoted>],1588666553712922626
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1588566610826387457 type=retweeted>],1588566610826387457
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1588541745071288322 type=retweeted>],1588541745071288322
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1588236369402687488 type=retweeted>],1588236369402687488
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1587769089061158913 type=quoted>],1587769089061158913
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1587957733688545281 type=quoted>],1587957733688545281
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1587898349390209024 type=quoted>],1587898349390209024
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1587780172081758209 type=quoted>],1587780172081758209
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1587209655750729728 type=retweeted>],1587209655750729728
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1587850797387116544 type=retweeted>],1587850797387116544
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1587441578779385857 type=retweeted>],1587441578779385857
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1586835473447768067 type=quoted>],1586835473447768067
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1586436320787849229 type=retweeted>],1586436320787849229
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1587150263810510848 type=retweeted>],1587150263810510848
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1587111605317279744 type=retweeted>],1587111605317279744
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1586807713694097409 type=quoted>],1586807713694097409
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1586798530483494912 type=quoted>],1586798530483494912
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1586763137684066310 type=quoted>],1586763137684066310
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1586384372726390785 type=quoted>],1586384372726390785
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1586036045749051392 type=retweeted>],1586036045749051392
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1585745918753742851 type=quoted>],1585745918753742851
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1585634349281472512 type=quoted>],1585634349281472512
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1585422923078275073 type=retweeted>],1585422923078275073
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1585448779418927110 type=retweeted>],1585448779418927110
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1584707563773468675 type=quoted>],1584707563773468675
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1584903882370695169 type=quoted>],1584903882370695169
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1585020418788069376 type=retweeted>],1585020418788069376
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1585017890704887808 type=retweeted>],1585017890704887808
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1584980455501467649 type=retweeted>],1584980455501467649
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1584945919338106881 type=quoted>],1584945919338106881
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1584951398869106688 type=retweeted>],1584951398869106688
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1584572688579919877 type=retweeted>],1584572688579919877
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1583507764974080000 type=quoted>],1583507764974080000
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1583952601909170176 type=quoted>],1583952601909170176
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1583891292026966017 type=retweeted>],1583891292026966017
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1583876587358810112 type=retweeted>],1583876587358810112
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1583875157676167168 type=retweeted>],1583875157676167168
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1583514750503497729 type=quoted>],1583514750503497729
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1583550146947579905 type=quoted>],1583550146947579905
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1583197644884946944 type=retweeted>],1583197644884946944
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1582785324668702720 type=quoted>],1582785324668702720
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1582164976789168129 type=retweeted>],1582164976789168129
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1582030563544031233 type=retweeted>],1582030563544031233
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1582000565969891329 type=retweeted>],1582000565969891329
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1581266577118613504 type=retweeted>],1581266577118613504
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1580538274212241411 type=quoted>],1580538274212241411
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1580357555918102529 type=retweeted>],1580357555918102529
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1580285577093865473 type=quoted>],1580285577093865473
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1580257106997161985 type=quoted>],1580257106997161985
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1578169646913658880 type=quoted>],1578169646913658880
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1579243024353484800 type=quoted>],1579243024353484800
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1579103823939129344 type=quoted>],1579103823939129344
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1578147328976125953 type=retweeted>],1578147328976125953
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1578181465833095169 type=retweeted>],1578181465833095169
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1578186482220687360 type=retweeted>],1578186482220687360
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1578329836535574528 type=quoted>],1578329836535574528
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1578175122828992513 type=quoted>],1578175122828992513
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1578197978145116161 type=quoted>],1578197978145116161
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1578175881456979969 type=retweeted>],1578175881456979969
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1578073870296399891 type=retweeted>],1578073870296399891
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1577668777268871172 type=quoted>],1577668777268871172
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1577873302537773056 type=quoted>],1577873302537773056
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1577708951143170053 type=retweeted>],1577708951143170053
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1577394660183576581 type=quoted>],1577394660183576581
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1577435426121359360 type=retweeted>],1577435426121359360
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1577364724227768320 type=quoted>],1577364724227768320
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1577095536594788352 type=quoted>],1577095536594788352
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1576982130806394881 type=retweeted>],1576982130806394881
118740781,10615232,IA,Republican,,[<ReferencedTweet id=1576360233286238208 type=retweeted>],1576360233286238208
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1600913563551682560 type=retweeted>],1600913563551682560
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1600851474791079936 type=retweeted>],1600851474791079936
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1600827439676293120 type=retweeted>],1600827439676293120
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1600526107249459201 type=retweeted>],1600526107249459201
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1600525965783928832 type=retweeted>],1600525965783928832
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1600508740435935236 type=retweeted>],1600508740435935236
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1600214630164332546 type=retweeted>],1600214630164332546
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1600244814024351744 type=retweeted>],1600244814024351744
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1600259384864493569 type=retweeted>],1600259384864493569
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1600255304519671813 type=retweeted>],1600255304519671813
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1600188011500621825 type=retweeted>],1600188011500621825
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1600182337077096448 type=retweeted>],1600182337077096448
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1599898431555878912 type=retweeted>],1599898431555878912
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1599894547005206528 type=retweeted>],1599894547005206528
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1599754503695503360 type=quoted>],1599754503695503360
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1598421962149208071 type=quoted>],1598421962149208071
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1599754503695503360 type=retweeted>],1599754503695503360
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1598806804485402625 type=retweeted>],1598806804485402625
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1598758702340665344 type=retweeted>],1598758702340665344
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1598758423377707008 type=retweeted>],1598758423377707008
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1598731193440083968 type=retweeted>],1598731193440083968
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1598315674178359297 type=quoted>],1598315674178359297
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1598421962149208071 type=retweeted>],1598421962149208071
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1598389072430567425 type=retweeted>],1598389072430567425
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1598362552681078784 type=retweeted>],1598362552681078784
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1598295400607551490 type=retweeted>],1598295400607551490
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1598029843068764161 type=retweeted>],1598029843068764161
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1598005203470782466 type=retweeted>],1598005203470782466
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1597963266688712705 type=retweeted>],1597963266688712705
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1597222674417057792 type=retweeted>],1597222674417057792
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1597277150738255872 type=retweeted>],1597277150738255872
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1595562755733561344 type=retweeted>],1595562755733561344
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1595145023670349824 type=retweeted>],1595145023670349824
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1595454481604517888 type=retweeted>],1595454481604517888
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1594684045744652288 type=retweeted>],1594684045744652288
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1593617319128965120 type=retweeted>],1593617319128965120
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1593317934692290560 type=retweeted>],1593317934692290560
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1593300847886221316 type=retweeted>],1593300847886221316
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1593282651028439044 type=retweeted>],1593282651028439044
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1593013695680221184 type=retweeted>],1593013695680221184
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1593004491431108608 type=retweeted>],1593004491431108608
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1592970196465205250 type=retweeted>],1592970196465205250
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1592888713041698822 type=retweeted>],1592888713041698822
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1592668875531096064 type=retweeted>],1592668875531096064
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1592249458330198016 type=retweeted>],1592249458330198016
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1592517341900050433 type=retweeted>],1592517341900050433
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1592277138799235073 type=retweeted>],1592277138799235073
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1590210122680512513 type=retweeted>],1590210122680512513
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1590065305115832321 type=retweeted>],1590065305115832321
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1589788281289420800 type=quoted>],1589788281289420800
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1589288084335562754 type=quoted>],1589288084335562754
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1589767412186247168 type=retweeted>],1589767412186247168
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1589773706779578368 type=retweeted>],1589773706779578368
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1589788281289420800 type=retweeted>],1589788281289420800
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1589640184043556866 type=retweeted>],1589640184043556866
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1589699819635113984 type=retweeted>],1589699819635113984
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1589683861164003328 type=retweeted>],1589683861164003328
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1588609524306366465 type=quoted>],1588609524306366465
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1589604269400895488 type=retweeted>],1589604269400895488
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1589446572885962753 type=retweeted>],1589446572885962753
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1589043190338056193 type=retweeted>],1589043190338056193
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1589384438835982337 type=retweeted>],1589384438835982337
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1589332275015348226 type=retweeted>],1589332275015348226
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1588977420178448384 type=retweeted>],1588977420178448384
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1588980274708516864 type=retweeted>],1588980274708516864
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1588951185897054208 type=retweeted>],1588951185897054208
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1588920699816939521 type=retweeted>],1588920699816939521
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1588880197293858816 type=retweeted>],1588880197293858816
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1588698391302717440 type=retweeted>],1588698391302717440
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1588601349226524674 type=retweeted>],1588601349226524674
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1588284135621042176 type=retweeted>],1588284135621042176
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1588249961379991555 type=retweeted>],1588249961379991555
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1588232210972258304 type=retweeted>],1588232210972258304
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1588221315919454209 type=retweeted>],1588221315919454209
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1587885437644812288 type=retweeted>],1587885437644812288
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1587925822002069504 type=retweeted>],1587925822002069504
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1587910108893380608 type=retweeted>],1587910108893380608
294126378,10615232,IA,Republican,,[<ReferencedTweet id=1587871471510208512 type=retweeted>],1587871471510208512
